0.00000e+00 0.00000e+00 -1.04322e+02 -9.92238e+01 -1.09420e+02 -1.04322e+02 -9.92238e+01 -1.09420e+02
6.40000e+02 5.60000e+00 -5.87951e+01 -5.51861e+01 -6.24040e+01 -1.04322e+02 -9.92238e+01 -1.09420e+02
1.28000e+03 5.60000e+00 -5.87951e+01 -5.51861e+01 -6.24040e+01 -1.04322e+02 -9.92238e+01 -1.09420e+02
1.92000e+03 5.80000e+00 -5.98106e+01 -5.76031e+01 -6.20181e+01 -1.04322e+02 -9.92240e+01 -1.09419e+02
2.56000e+03 6.80000e+00 -6.15596e+01 -5.62077e+01 -6.69115e+01 -1.04318e+02 -9.92237e+01 -1.09411e+02
3.20000e+03 6.80000e+00 -6.15596e+01 -5.62077e+01 -6.69115e+01 -1.04289e+02 -9.92141e+01 -1.09365e+02
3.84000e+03 8.40000e+00 -6.95920e+01 -5.06063e+01 -8.85777e+01 -1.04181e+02 -9.91623e+01 -1.09200e+02
4.48000e+03 9.00000e+00 -5.77173e+01 -5.64833e+01 -5.89512e+01 -1.03885e+02 -9.89940e+01 -1.08776e+02
5.12000e+03 9.00000e+00 -5.77173e+01 -5.64833e+01 -5.89512e+01 -1.03258e+02 -9.85981e+01 -1.07917e+02
5.76000e+03 1.12000e+01 -6.98457e+01 -5.46362e+01 -8.50551e+01 -1.02154e+02 -9.78519e+01 -1.06456e+02
6.40000e+03 1.16000e+01 -6.31656e+01 -5.90839e+01 -6.72473e+01 -1.00473e+02 -9.66570e+01 -1.04289e+02
7.04000e+03 1.22000e+01 -7.53216e+01 -4.86879e+01 -1.01955e+02 -9.81883e+01 -9.49653e+01 -1.01411e+02
7.68000e+03 1.62000e+01 -6.30322e+01 -5.78385e+01 -6.82258e+01 -9.53545e+01 -9.27901e+01 -9.79189e+01
8.32000e+03 1.62000e+01 -6.30322e+01 -5.78385e+01 -6.82258e+01 -9.20947e+01 -9.02011e+01 -9.39884e+01
8.96000e+03 1.66000e+01 -6.57294e+01 -6.08759e+01 -7.05828e+01 -8.85787e+01 -8.73087e+01 -8.98487e+01
9.60000e+03 1.76000e+01 -6.38586e+01 -5.94506e+01 -6.82667e+01 -8.49964e+01 -8.42350e+01 -8.57578e+01
1.02400e+04 1.82000e+01 -6.27838e+01 -5.74061e+01 -6.81614e+01 -8.15351e+01 -8.10428e+01 -8.20274e+01
1.08800e+04 1.94000e+01 -6.88715e+01 -5.26420e+01 -8.51010e+01 -7.83566e+01 -7.77769e+01 -7.89364e+01
1.15200e+04 2.00000e+01 -6.21237e+01 -5.70472e+01 -6.72002e+01 -7.55779e+01 -7.47429e+01 -7.64130e+01
1.21600e+04 2.02000e+01 -6.30077e+01 -5.87113e+01 -6.73041e+01 -7.32599e+01 -7.21152e+01 -7.44047e+01
1.28000e+04 2.22000e+01 -7.74919e+01 -6.00664e+01 -9.49174e+01 -7.14080e+01 -6.99096e+01 -7.29063e+01
1.34400e+04 2.44000e+01 -7.33130e+01 -4.90606e+01 -9.75654e+01 -6.99840e+01 -6.81085e+01 -7.18595e+01
1.40800e+04 2.58000e+01 -7.16533e+01 -4.93415e+01 -9.39651e+01 -6.89222e+01 -6.66885e+01 -7.11560e+01
1.47200e+04 2.74000e+01 -6.65610e+01 -4.48390e+01 -8.82831e+01 -6.81455e+01 -6.56139e+01 -7.06772e+01
1.53600e+04 2.86000e+01 -5.87533e+01 -5.29292e+01 -6.45774e+01 -6.75819e+01 -6.48334e+01 -7.03304e+01
1.60000e+04 2.90000e+01 -5.96142e+01 -5.42665e+01 -6.49619e+01 -6.71787e+01 -6.42923e+01 -7.00652e+01
1.66400e+04 2.96000e+01 -6.86891e+01 -4.84033e+01 -8.89750e+01 -6.69070e+01 -6.39497e+01 -6.98644e+01
1.72800e+04 3.02000e+01 -5.94006e+01 -5.65248e+01 -6.22764e+01 -6.67531e+01 -6.37825e+01 -6.97236e+01
1.79200e+04 3.06000e+01 -5.91789e+01 -5.56803e+01 -6.26774e+01 -6.67020e+01 -6.37694e+01 -6.96345e+01
1.85600e+04 3.18000e+01 -6.75823e+01 -4.94169e+01 -8.57476e+01 -6.67247e+01 -6.38706e+01 -6.95788e+01
1.92000e+04 3.30000e+01 -5.79935e+01 -5.41257e+01 -6.18612e+01 -6.67748e+01 -6.40187e+01 -6.95309e+01
1.98400e+04 3.34000e+01 -6.06984e+01 -5.41737e+01 -6.72231e+01 -6.67970e+01 -6.41252e+01 -6.94688e+01
2.04800e+04 3.40000e+01 -7.29933e+01 -4.84524e+01 -9.75342e+01 -6.67402e+01 -6.40987e+01 -6.93817e+01
2.11200e+04 3.62000e+01 -6.37680e+01 -5.65188e+01 -7.10173e+01 -6.65709e+01 -6.38729e+01 -6.92690e+01
2.17600e+04 3.64000e+01 -6.07783e+01 -5.28873e+01 -6.86693e+01 -6.62797e+01 -6.34300e+01 -6.91293e+01
2.24000e+04 3.76000e+01 -7.21344e+01 -4.84644e+01 -9.58044e+01 -6.58806e+01 -6.28071e+01 -6.89540e+01
2.30400e+04 3.84000e+01 -5.92507e+01 -5.56500e+01 -6.28515e+01 -6.54071e+01 -6.20787e+01 -6.87354e+01
2.36800e+04 3.84000e+01 -5.92507e+01 -5.56500e+01 -6.28515e+01 -6.49055e+01 -6.13319e+01 -6.84790e+01
2.43200e+04 3.94000e+01 -8.12895e+01 -5.29889e+01 -1.09590e+02 -6.44256e+01 -6.06459e+01 -6.82053e+01
2.49600e+04 4.06000e+01 -6.48587e+01 -5.70334e+01 -7.26841e+01 -6.40099e+01 -6.00759e+01 -6.79440e+01
2.56000e+04 4.12000e+01 -6.70575e+01 -6.02788e+01 -7.38362e+01 -6.36843e+01 -5.96438e+01 -6.77248e+01
2.62400e+04 4.22000e+01 -6.50293e+01 -6.05793e+01 -6.94792e+01 -6.34529e+01 -5.93367e+01 -6.75692e+01
2.68800e+04 4.24000e+01 -6.27281e+01 -5.54972e+01 -6.99591e+01 -6.33031e+01 -5.91183e+01 -6.74878e+01
2.75200e+04 4.38000e+01 -6.03147e+01 -5.37107e+01 -6.69187e+01 -6.32147e+01 -5.89472e+01 -6.74823e+01
2.81600e+04 4.50000e+01 -5.89406e+01 -5.58796e+01 -6.20015e+01 -6.31725e+01 -5.87953e+01 -6.75497e+01
2.88000e+04 4.50000e+01 -5.89406e+01 -5.58796e+01 -6.20015e+01 -6.31707e+01 -5.86559e+01 -6.76856e+01
2.94400e+04 4.56000e+01 -5.87313e+01 -5.48311e+01 -6.26315e+01 -6.32121e+01 -5.85415e+01 -6.78827e+01
3.00800e+04 4.68000e+01 -5.61054e+01 -5.09954e+01 -6.12154e+01 -6.33009e+01 -5.84738e+01 -6.81280e+01
3.07200e+04 4.72000e+01 -5.55440e+01 -5.07752e+01 -6.03127e+01 -6.34347e+01 -5.84692e+01 -6.84003e+01
3.13600e+04 4.80000e+01 -5.58726e+01 -5.18435e+01 -5.99017e+01 -6.35986e+01 -5.85282e+01 -6.86690e+01
3.20000e+04 4.84000e+01 -5.71748e+01 -5.15015e+01 -6.28480e+01 -6.37648e+01 -5.86333e+01 -6.88962e+01
