0.00000e+00 0.00000e+00 -9.72105e+01 -7.29074e+01 -1.21514e+02 -9.72105e+01 -7.29074e+01 -1.21514e+02
6.40000e+02 2.00000e+00 -6.69618e+01 -6.28845e+01 -7.10390e+01 -7.91078e+01 -6.03339e+01 -9.78817e+01
1.28000e+03 2.00000e+00 -6.69618e+01 -6.28845e+01 -7.10390e+01 -7.30818e+01 -6.16095e+01 -8.45542e+01
1.92000e+03 4.00000e+00 -8.09633e+01 -5.64519e+01 -1.05475e+02 -7.35598e+01 -6.59362e+01 -8.11834e+01
2.56000e+03 5.00000e+00 -6.08937e+01 -5.68756e+01 -6.49118e+01 -7.13315e+01 -6.46802e+01 -7.79828e+01
3.20000e+03 5.00000e+00 -6.08937e+01 -5.68756e+01 -6.49118e+01 -6.92504e+01 -6.34589e+01 -7.50420e+01
3.84000e+03 7.00000e+00 -7.87481e+01 -5.17892e+01 -1.05707e+02 -6.94191e+01 -6.45767e+01 -7.42615e+01
4.48000e+03 8.66667e+00 -6.55269e+01 -5.70903e+01 -7.39636e+01 -6.94746e+01 -6.38678e+01 -7.50814e+01
5.12000e+03 9.00000e+00 -6.44280e+01 -5.48448e+01 -7.40112e+01 -6.85107e+01 -6.23232e+01 -7.46982e+01
5.76000e+03 1.10000e+01 -7.45735e+01 -4.60998e+01 -1.03047e+02 -6.79281e+01 -6.03471e+01 -7.55091e+01
6.40000e+03 1.20000e+01 -6.02593e+01 -5.20214e+01 -6.84972e+01 -6.76710e+01 -5.81013e+01 -7.72408e+01
7.04000e+03 1.36667e+01 -6.16464e+01 -5.42877e+01 -6.90051e+01 -6.69908e+01 -5.95959e+01 -7.43857e+01
7.68000e+03 1.63333e+01 -9.14288e+01 -6.77322e+01 -1.15125e+02 -6.85421e+01 -6.11404e+01 -7.59439e+01
8.32000e+03 1.80000e+01 -6.41592e+01 -5.93607e+01 -6.89578e+01 -6.94227e+01 -6.10727e+01 -7.77727e+01
8.96000e+03 1.96667e+01 -6.67521e+01 -6.45157e+01 -6.89884e+01 -6.98643e+01 -6.41444e+01 -7.55842e+01
9.60000e+03 2.03333e+01 -6.38835e+01 -6.07349e+01 -6.70321e+01 -6.94685e+01 -6.53665e+01 -7.35705e+01
1.02400e+04 2.03333e+01 -6.38835e+01 -6.07349e+01 -6.70321e+01 -6.93219e+01 -6.62651e+01 -7.23786e+01
1.08800e+04 2.06667e+01 -6.05087e+01 -5.61166e+01 -6.49008e+01 -6.78957e+01 -6.54931e+01 -7.02983e+01
1.15200e+04 2.23333e+01 -6.78709e+01 -5.37171e+01 -8.20247e+01 -6.86591e+01 -6.58286e+01 -7.14897e+01
1.21600e+04 2.26667e+01 -6.86565e+01 -5.51468e+01 -8.21662e+01 -6.82736e+01 -6.34545e+01 -7.30928e+01
1.28000e+04 2.33333e+01 -6.94372e+01 -5.63821e+01 -8.24923e+01 -6.73623e+01 -6.16385e+01 -7.30862e+01
1.34400e+04 2.36667e+01 -6.54800e+01 -5.79293e+01 -7.30306e+01 -6.72515e+01 -6.10228e+01 -7.34803e+01
1.40800e+04 2.40000e+01 -6.44841e+01 -5.58997e+01 -7.30685e+01 -6.60759e+01 -5.79229e+01 -7.42290e+01
1.47200e+04 2.50000e+01 -6.23706e+01 -5.11696e+01 -7.35716e+01 -6.60292e+01 -5.67498e+01 -7.53087e+01
1.53600e+04 2.56667e+01 -6.18997e+01 -5.03784e+01 -7.34210e+01 -6.62676e+01 -5.61328e+01 -7.64025e+01
1.60000e+04 2.63333e+01 -8.39688e+01 -5.65912e+01 -1.11346e+02 -6.69751e+01 -5.62066e+01 -7.77435e+01
1.66400e+04 2.76667e+01 -6.26662e+01 -5.61246e+01 -6.92078e+01 -6.67866e+01 -5.76658e+01 -7.59075e+01
1.72800e+04 2.86667e+01 -6.46430e+01 -6.07490e+01 -6.85370e+01 -6.66969e+01 -5.92143e+01 -7.41796e+01
